DEBUG 2021-10-19 10:25:03,537 1939493ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:10,244 127210ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:29:11,093 128059ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:11,093 128059ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:16,146 133112ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:16,146 133112ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:21,158 138124ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:21,158 138124ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:26,215 143181ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:26,215 143181ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:31,269 148236ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:31,269 148236ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:36,310 153277ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:36,310 153277ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:36,618 153584ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:29:36,618 153585ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:29:41,334 158300ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:41,334 158300ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:46,386 163352ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:46,387 163353ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:51,426 168393ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:51,427 168393ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:29:56,482 173448ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:29:56,482 173448ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:01,528 178495ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:01,528 178495ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:06,582 183549ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:06,582 183549ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:06,997 183963ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:30:06,997 183963ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:30:11,631 188598ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:11,631 188598ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:14,782 191748ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:29:05.9370106Z;LastJobId:7146497;NextExecution:2021-10-19T18:30:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:30:12.5680256Z;NextExecution:2021-10-19T18:31:00.0000000Z;LastJobId:7146510), NextExecution: (19/10/2021 18:31:00)
DEBUG 2021-10-19 15:30:16,679 193646ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:16,679 193646ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:16,941 193907ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:30:21,715 198681ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:21,715 198681ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:26,773 203740ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:26,774 203740ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:31,833 208799ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:31,833 208799ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:36,886 213852ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:36,886 213852ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:37,317 214283ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:30:37,317 214283ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:30:41,907 218874ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:41,907 218874ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:46,951 223918ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:46,951 223918ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:51,994 228961ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:51,994 228961ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:30:57,033 233999ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:30:57,033 233999ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:02,060 239026ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:02,060 239026ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:05,830 242796ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:30:12.5680256Z;LastJobId:7146510;NextExecution:2021-10-19T18:31:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:31:03.7061250Z;NextExecution:2021-10-19T18:32:00.0000000Z;LastJobId:7146524), NextExecution: (19/10/2021 18:32:00)
DEBUG 2021-10-19 15:31:07,106 244072ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:07,107 244073ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:07,544 244510ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:31:07,544 244511ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:31:07,981 244947ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:31:12,164 249130ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:12,164 249130ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:17,203 254169ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:17,203 254169ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:22,271 259237ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:22,271 259237ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:27,325 264291ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:27,325 264291ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:32,377 269344ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:32,377 269344ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:37,391 274357ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:37,391 274357ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:37,714 274680ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:31:37,714 274680ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:31:42,445 279411ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:42,445 279411ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:47,498 284464ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:47,498 284464ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:52,555 289522ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:52,555 289522ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:31:57,606 294572ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:31:57,606 294572ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:02,632 299598ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:02,633 299599ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:05,266 302232ms CountersAggregator     CallSite.Target    - Aggregating records in 'Counter' table...
DEBUG 2021-10-19 15:32:05,425 302391ms CountersAggregator     CallSite.Target    - Records from the 'Counter' table aggregated.
DEBUG 2021-10-19 15:32:07,682 304648ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:07,682 304648ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:07,941 304907ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:32:07,941 304907ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:32:12,483 309449ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:31:03.7061250Z;LastJobId:7146524;NextExecution:2021-10-19T18:32:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:32:10.3533491Z;NextExecution:2021-10-19T18:33:00.0000000Z;LastJobId:7146534), NextExecution: (19/10/2021 18:33:00)
DEBUG 2021-10-19 15:32:12,723 309690ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:12,723 309690ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:14,653 311619ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:32:17,778 314745ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:17,779 314745ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:22,833 319799ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:22,833 319799ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:27,885 324851ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:27,885 324851ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:32,937 329903ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:32,937 329903ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:37,983 334949ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:37,983 334949ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:38,136 335103ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:32:38,137 335103ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:32:43,032 339999ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:43,033 339999ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:48,081 345048ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:48,082 345048ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:53,130 350096ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:53,130 350096ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:32:58,174 355140ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:32:58,175 355141ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:03,232 360198ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:03,233 360199ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:03,734 360700ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:32:10.3533491Z;LastJobId:7146534;NextExecution:2021-10-19T18:33:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:33:01.5812435Z;NextExecution:2021-10-19T18:34:00.0000000Z;LastJobId:7146549), NextExecution: (19/10/2021 18:34:00)
DEBUG 2021-10-19 15:33:05,918 362884ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:33:08,280 365247ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:08,280 365247ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:08,544 365510ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:33:08,544 365510ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:33:13,331 370297ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:13,331 370297ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:18,390 375356ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:18,390 375356ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:23,430 380397ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:23,430 380397ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:28,484 385450ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:28,484 385450ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:33,538 390504ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:33,538 390504ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:38,595 395561ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:38,595 395561ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:38,857 395823ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:33:38,857 395823ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:33:43,662 400628ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:43,662 400628ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:48,715 405681ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:48,716 405682ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:53,726 410692ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:53,726 410692ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:33:58,780 415746ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:33:58,780 415746ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:03,838 420804ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:03,838 420804ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:08,878 425844ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:08,878 425844ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:09,179 426146ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:34:09,179 426146ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:34:11,385 428351ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:33:01.5812435Z;LastJobId:7146549;NextExecution:2021-10-19T18:34:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:34:08.3692695Z;NextExecution:2021-10-19T18:35:00.0000000Z;LastJobId:7146566), NextExecution: (19/10/2021 18:35:00)
DEBUG 2021-10-19 15:34:13,577 430544ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:34:13,925 430891ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:13,925 430891ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:18,985 435951ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:18,985 435951ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:24,025 440992ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:24,025 440992ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:29,080 446046ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:29,080 446047ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:34,136 451102ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:34,136 451103ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:39,202 456169ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:39,202 456169ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:39,616 456583ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:34:39,617 456583ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:34:44,240 461206ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:44,240 461206ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:49,290 466256ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:49,290 466256ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:54,345 471311ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:54,345 471311ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:34:59,401 476368ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:34:59,401 476368ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:35:02,661 479627ms RecurringJobScheduler  CallSite.Target    - Recurring job 'EnvioRegistroEMPLOYER' is being updated. RecurringJob: (Job:{"Type":"MonitorJobs.Negocio.EnviarRegistroPonto, MonitorJobs, Version=2.68.1984.1, Culture=neutral, PublicKeyToken=null","Method":"EnviarRegistroPontoCS","ParameterTypes":"[\"System.String, mscorlib, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089\"]","Arguments":"[\"\\\"PONTOFOPAG_EMPLOYER\\\"\"]"};Cron:*/1 * * * *;TimeZoneId:UTC;Queue:pequeno;CreatedAt:2019-04-25T15:49:25.0485350Z;LastExecution:2021-10-19T18:34:08.3692695Z;LastJobId:7146566;NextExecution:2021-10-19T18:35:00.0000000Z;V:2;RetryAttempt:0;Error:), Changes: (LastExecution:2021-10-19T18:35:00.4375420Z;NextExecution:2021-10-19T18:36:00.0000000Z;LastJobId:7146574), NextExecution: (19/10/2021 18:36:00)
DEBUG 2021-10-19 15:35:04,438 481404ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:35:04,438 481404ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:35:04,862 481829ms RecurringJobScheduler  CallSite.Target    - 1 recurring job(s) processed by scheduler.
DEBUG 2021-10-19 15:35:09,510 486476ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:35:09,510 486477ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:35:09,864 486830ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 heartbeat successfully sent
DEBUG 2021-10-19 15:35:09,864 486830ms ServerHeartbeatProcess CallSite.Target    - Server desktop-c6rc2dp:21872:8e6c92d0 waiting for 00:00:30 delay before sending a heartbeat
DEBUG 2021-10-19 15:35:14,560 491527ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
DEBUG 2021-10-19 15:35:14,560 491527ms JobCancellationWatcher CallSite.Target    - No newly aborted jobs found.
DEBUG 2021-10-19 15:35:19,608 496575ms JobCancellationWatcher CallSite.Target    - Checking for aborted jobs...
